total_t,total_f,prep_t,prep_f,minor_t,minor_f,teach_q_t,teach_q_f,vdip_t,vdip_f,ip_t,dip_f,bsc_t,bsc_f,hdip_t,hdip_f,msc_t,Msc_f,phd_t,phd_f,program_en,program_ar,prog_isced2,prog_isced1,inst,inst_type
229,157,,,,,,,,,,,229,157,,,,,,,Media,الإعلام,"الصحافة والإعلام
Journalism & Information","العلوم الإجتماعية والأعمال التجارية والقانون
Social Science, Business & Law","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
2,2,,,,,,,,,,,2,2,,,,,,,Marketing,التسويق ,"الأعمال التجارية والإدارة
Business & Administration","العلوم الإجتماعية والأعمال التجارية والقانون
Social Science, Business & Law","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
35,20,,,,,,,,,,,35,20,,,,,,,Public Administration,الإدارة العامة,"الأعمال التجارية والإدارة
Business & Administration","العلوم الإجتماعية والأعمال التجارية والقانون
Social Science, Business & Law","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
606,302,,,,,,,,,,,606,302,,,,,,,Accounting & Financial Science,المحاسبة والعلوم المالية,"الأعمال التجارية والإدارة
Business & Administration","العلوم الإجتماعية والأعمال التجارية والقانون
Social Science, Business & Law","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
291,219,,,,,,,,,,,291,219,,,,,,,Business Administration ,إدارة الأعمال,"الأعمال التجارية والإدارة
Business & Administration","العلوم الإجتماعية والأعمال التجارية والقانون
Social Science, Business & Law","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
93,62,,,,,,,,,,,,,,,93,62,,,Business Administration ,إدارة الأعمال,"الأعمال التجارية والإدارة
Business & Administration","العلوم الإجتماعية والأعمال التجارية والقانون
Social Science, Business & Law","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
21,19,,,,,,,,,,,,,,,21,19,,,The educational administration,الادارة التعليمية ,"الأعمال التجارية والإدارة
Business & Administration","العلوم الإجتماعية والأعمال التجارية والقانون
Social Science, Business & Law","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
14,4,,,,,,,,,,,,,,,14,4,,,Public Administration,الادارة العامة,"الأعمال التجارية والإدارة
Business & Administration","العلوم الإجتماعية والأعمال التجارية والقانون
Social Science, Business & Law","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
322,194,,,,,,,,,,,322,194,,,,,,,القانون العام,القانون العام,"القانون
Law","العلوم الإجتماعية والأعمال التجارية والقانون
Social Science, Business & Law","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
355,185,,,,,,,,,,,355,185,,,,,,,القانون الخاص,القانون الخاص,"القانون
Law","العلوم الإجتماعية والأعمال التجارية والقانون
Social Science, Business & Law","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
287,204,,,,,,,,,,,287,204,,,,,,,الفقه والقانون,الفقه والقانون,"القانون
Law","العلوم الإجتماعية والأعمال التجارية والقانون
Social Science, Business & Law","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
168,145,,,,,,,,,,,168,145,,,,,,,Biology,الأحياء,"علوم الحياة
Life Sciences","العلوم
Science","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
76,65,,,,,,,,,,,76,65,,,,,,,Chemistry,الكيمياء,"العلوم الفيزيائية
Physical Sciences","العلوم
Science","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
16,14,,,,,,,,,,,,,,,16,14,,,الكيمياء,الكيمياء,"العلوم الفيزيائية
Physical Sciences","العلوم
Science","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
10,10,,,,,,,,,,,10,10,,,,,,,Main Chemistry / Sub-Nutrition and Food Processing,رئيسي كيمياء/ فرعي تغذية والتصنيع الغذائي ,"العلوم الفيزيائية
Physical Sciences","العلوم
Science","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
58,47,,,,,,,,,,,58,47,,,,,,,Mathematics,الرياضيات,"الرياضيات والإحصاء
Mathematics & Statistics","العلوم
Science","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
600,551,,,,,,,,,,,600,551,,,,,,,التحاليل الطبية,التحاليل الطبية,"الرياضيات والإحصاء
Mathematics & Statistics","العلوم
Science","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
11,7,,,,,,,,,,,11,7,,,,,,,علوم وتكنولوجيا البيئة ,علوم وتكنولوجيا البيئة ,"الرياضيات والإحصاء
Mathematics & Statistics","العلوم
Science","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
13,11,,,,,,,,,,,,,,,13,11,,,الرياضيات,الرياضيات,"الرياضيات والإحصاء
Mathematics & Statistics","العلوم
Science","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
5,5,,,,,,,,,,,5,5,,,,,,,Major Mathematics / Financial and Accounting Sciences,رئيسي رياضيات / فرعي علوم مالية ومحاسبية ,"الرياضيات والإحصاء
Mathematics & Statistics","العلوم
Science","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
76,47,,,,,,,,,,,76,47,,,,,,,Computer Science,علم الحاسوب,"الحاسوب والمعلوماتية
Computing","العلوم
Science","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
210,173,,,,,,,,,,,210,173,,,,,,,Web Technology and Multimedia,تكنولوجيا الويب والوسائط المتعددة,"الحاسوب والمعلوماتية
Computing","العلوم
Science","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
55,32,,,,,,,,,,,55,32,,,,,,,أمن وحماية شبكات الحاسوب,أمن وحماية شبكات الحاسوب,"الحاسوب والمعلوماتية
Computing","العلوم
Science","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
43,12,,,,,,,,,43,12,,,,,,,,,Mobile Phone Technology,تكنولوجيا الهواتف النقالة ,"الحاسوب والمعلوماتية
Computing","العلوم
Science","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
11,8,,,,,,,,,,,,,,,11,8,,,Information Technology and Systems Management,تكنولوجيا المعلومات وادارة الانظمة,"الحاسوب والمعلوماتية
Computing","العلوم
Science","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
238,224,,,,,,,,,,,238,224,,,,,,,Nutrition and Food production,التغذية والتصنيع الغذائي,"التصنيع والصناعات التحويلية
Manufacturing & Processing","الهندسة والتصنيع والبناء
Eng., Manufacturing & Construction","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
4,,,,,,,,,,,,,,,,4,,,,Sustainable Natural Resources & Management,الموارد الطبيعية المستدامة وإدارتها,"الزراعة والغابات والصيد
Agriculture, Forestry & Fishry","الزراعة
Agriculture","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
27,1,,,,,,,,,,,27,1,,,,,,,Animal Production & Prevention,الإنتاج الحيواني والوقاية,"الزراعة والغابات والصيد
Agriculture, Forestry & Fishry","الزراعة
Agriculture","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
89,50,,,,,,,,,,,89,50,,,,,,,Plant Production & Prevention,الإنتاج النباتي والوقاية,"الزراعة والغابات والصيد
Agriculture, Forestry & Fishry","الزراعة
Agriculture","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
16,13,,,,,,,,,16,13,,,,,,,,,Animal Production,الانتاج الحيواني,"الزراعة والغابات والصيد
Agriculture, Forestry & Fishry","الزراعة
Agriculture","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
7,6,,,,,,,,,7,6,,,,,,,,,Protected agriculture and nurseries,الزراعة المحمية والمشاتل,"الزراعة والغابات والصيد
Agriculture, Forestry & Fishry","الزراعة
Agriculture","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
248,170,,,,,,,,,,,248,170,,,,,,,Nursing,التمريض,"الصحة
Health","الصحة والخدمات الإجتماعية
Health & Welfare","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
365,328,,,,,,,,,,,365,328,,,,,,,Pharmacy ,الصيدلة,"الصحة
Health","الصحة والخدمات الإجتماعية
Health & Welfare","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
100,100,,,,,,,,,,,100,100,,,,,,,Midwifery,القبالة,"الصحة
Health","الصحة والخدمات الإجتماعية
Health & Welfare","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
60,47,,,,,,,,,,,60,47,,,,,,,Medical and biological physics,الفيزياء الطبية والحيوية ,"الصحة
Health","الصحة والخدمات الإجتماعية
Health & Welfare","جامعة الخليل
Hebron University","جامعات تقليدية
Traditional Universities"
